platform,controller,trajectory,traj_double,traj_short,traj_spin,lookahead_time,time,traj_time,ref_time,comp_time,x,y,z,yaw,vx,vy,vz,x_ref,y_ref,z_ref,yaw_ref,vx_ref,vy_ref,vz_ref,p,q,r,throttle_input,p_input,q_input,r_input,cbf_v_throttle,cbf_v_p,cbf_v_q,cbf_v_r
SIM,nr,F8_CONTRACTION,NormSpd,Not Short,NoSpin,1.2,30.9899,20.9799,22.1799,5.7274e-05,0.995111,0.712935,-3.7606,0.0025655,1.05794,0.305037,-0.0255663,1.9597,0.391434,-3,0,0.251004,-1.15636,0,-0.0638273,0.0528949,0.00146326,0.731157,-0.0641943,0.0492821,0.00404679,0,0,0,0
SIM,nr,F8_CONTRACTION,NormSpd,Not Short,NoSpin,1.2,31.0899,21.0799,22.2799,3.4866e-05,1.08662,0.724634,-3.76195,0.00193945,1.01506,0.198271,-0.0251595,1.98091,0.273017,-3,0,0.173195,-1.2089,0,-0.0483474,0.0480396,0.00156117,0.731358,-0.0501053,0.0464382,0.00419316,0,0,0,0
SIM,nr,F8_CONTRACTION,NormSpd,Not Short,NoSpin,1.2,31.1899,21.18,22.38,4.2701e-05,1.18051,0.725199,-3.76349,0.00131398,0.963679,0.0782005,-0.0249029,1.99431,0.150263,-3,0,0.0946819,-1.24237,0,-0.0320404,0.0462288,0.00281729,0.731483,-0.0361482,0.043341,0.00418057,0,0,0,0
SIM,nr,F8_CONTRACTION,NormSpd,Not Short,NoSpin,1.2,31.2899,21.28,22.48,5.5051e-05,1.25464,0.715973,-3.76502,0.000806248,0.915937,-0.0251467,-0.0244263,1.99984,0.0251469,-3,0,0.0158015,-1.25624,0,-0.0178162,0.043059,0.00393497,0.731385,-0.021676,0.039364,0.00396421,0,0,0,0
SIM,nr,F8_CONTRACTION,NormSpd,Not Short,NoSpin,1.2,31.3899,21.38,22.58,5.5756e-05,1.32989,0.695538,-3.767,0.000312783,0.859675,-0.13826,-0.023296,1.99748,-0.100329,-3,0,-0.0631183,-1.2503,0,-0.0033046,0.0377678,0.00498157,0.731211,-0.00631378,0.0346443,0.00359374,0,0,0,0
SIM,nr,F8_CONTRACTION,NormSpd,Not Short,NoSpin,1.2,31.4899,21.48,22.68,5.7317e-05,1.40491,0.661502,-3.76981,-0.000180948,0.7953,-0.259596,-0.0220312,1.98722,-0.224263,-3,0,-0.141815,-1.22463,0,0.017064,0.0313337,0.00460445,0.730916,0.0118089,0.0301422,0.00318499,0,0,0,0
SIM,nr,F8_CONTRACTION,NormSpd,Not Short,NoSpin,1.2,31.5899,21.58,22.78,5.5545e-05,1.46851,0.619806,-3.77278,-0.00067425,0.73343,-0.368325,-0.0203748,1.96914,-0.344601,-3,0,-0.219913,-1.17967,0,0.0350581,0.0264459,0.00420512,0.730557,0.0295751,0.0264785,0.00291286,0,0,0,0
SIM,nr,F8_CONTRACTION,NormSpd,Not Short,NoSpin,1.2,31.6899,21.68,22.88,5.7036e-05,1.53129,0.564362,-3.77633,-0.00118271,0.664751,-0.480443,-0.0187388,1.94327,-0.459555,-3,0,-0.297176,-1.11608,0,0.0578058,0.0241385,0.00380909,0.730159,0.0464645,0.0240251,0.00278478,0,0,0,0
SIM,nr,F8_CONTRACTION,NormSpd,Not Short,NoSpin,1.2,31.7899,21.7799,22.9799,4.6718e-05,1.58309,0.504015,-3.77931,-0.00163768,0.59985,-0.576969,-0.0163816,1.90975,-0.567208,-3,0,-0.373229,-1.03493,0,0.0740796,0.0185259,0.00309166,0.729818,0.0621897,0.0223392,0.00273476,0,0,0,0
SIM,nr,F8_CONTRACTION,NormSpd,Not Short,NoSpin,1.2,31.8899,21.88,23.08,4.0963e-05,1.6329,0.429416,-3.78199,-0.00205816,0.528773,-0.672597,-0.0134849,1.86867,-0.665985,-3,0,-0.447859,-0.937408,0,0.0891304,0.0173892,0.00341642,0.729563,0.077717,0.0218283,0.00270356,0,0,0,0
SIM,nr,F8_CONTRACTION,NormSpd,Not Short,NoSpin,1.2,31.9899,21.98,23.18,5.9824e-05,1.67297,0.352998,-3.78401,-0.00243649,0.462627,-0.750914,-0.0112108,1.82022,-0.754236,-3,0,-0.520706,-0.825112,0,0.105895,0.0185626,0.00309357,0.729375,0.0918138,0.0220375,0.00267345,0,0,0,0
SIM,nr,F8_CONTRACTION,NormSpd,Not Short,NoSpin,1.2,32.0899,22.08,23.28,9.5812e-05,1.71027,0.263191,-3.78577,-0.00280004,0.390599,-0.823809,-0.00892635,1.76459,-0.830591,-3,0,-0.591499,-0.6998,0,0.120288,0.0173407,0.00305881,0.729285,0.102859,0.0237276,0.00262941,0,0,0,0
SIM,nr,F8_CONTRACTION,NormSpd,Not Short,NoSpin,1.2,32.1899,22.18,23.38,5.9356e-05,1.73907,0.175542,-3.78709,-0.00309663,0.323913,-0.87829,-0.00693002,1.70199,-0.893837,-3,0,-0.659949,-0.563465,0,0.130537,0.0182798,0.00349452,0.729283,0.114058,0.0248582,0.0024628,0,0,0,0
SIM,nr,F8_CONTRACTION,NormSpd,Not Short,NoSpin,1.2,32.29,22.28,23.48,6.1778e-05,1.76362,0.0772544,-3.78818,-0.00341809,0.250739,-0.921783,-0.00490723,1.63266,-0.942998,-3,0,-0.725811,-0.418205,0,0.140802,0.0200506,0.00361601,0.729385,0.122992,0.0255795,0.00226233,0,0,0,0
SIM,nr,F8_CONTRACTION,NormSpd,Not Short,NoSpin,1.2,32.39,22.38,23.58,6.4406e-05,1.77998,-0.0153065,-3.7892,-0.00367862,0.182263,-0.947319,-0.0040268,1.55691,-0.977273,-3,0,-0.788791,-0.266389,0,0.147424,0.0204744,0.00298815,0.729536,0.128933,0.0259079,0.00204083,0,0,0,0
SIM,nr,F8_CONTRACTION,NormSpd,Not Short,NoSpin,1.2,32.4899,22.48,23.68,6.0257e-05,1.791,-0.116426,-3.78984,-0.0039533,0.107104,-0.95922,-0.00389969,1.47504,-0.996132,-3,0,-0.84864,-0.110421,0,0.151814,0.0210507,0.00235238,0.729715,0.132834,0.0252812,0.00187523,0,0,0,0
SIM,nr,F8_CONTRACTION,NormSpd,Not Short,NoSpin,1.2,32.5903,22.5803,23.7803,4.8773e-05,1.79481,-0.208915,-3.79026,-0.00417204,0.0370368,-0.954668,-0.00408666,1.38701,-0.999274,-3,0,-0.905344,0.0478738,0,0.153439,0.0194637,0.00206607,0.729959,0.134067,0.0241856,0.00175766,0,0,0,0
SIM,nr,F8_CONTRACTION,NormSpd,Not Short,NoSpin,1.2,32.6901,22.6801,23.8801,4.3749e-05,1.79197,-0.306337,-3.79083,-0.00437617,-0.0395656,-0.932815,-0.00468802,1.29399,-0.98666,-3,0,-0.958178,0.204572,0,0.152495,0.0164443,0.00225111,0.730243,0.13256,0.0224747,0.00173736,0,0,0,0
SIM,nr,F8_CONTRACTION,NormSpd,Not Short,NoSpin,1.2,32.7899,22.7799,23.9799,5.6995e-05,1.78262,-0.391726,-3.79203,-0.00454972,-0.110539,-0.896798,-0.0059216,1.19587,-0.958543,-3,0,-1.00725,0.358074,0,0.147327,0.0132588,0.00226364,0.730474,0.128416,0.0204752,0.00182305,0,0,0,0
SIM,nr,F8_CONTRACTION,NormSpd,Not Short,NoSpin,1.2,32.8899,22.88,24.08,4.1082e-05,1.76476,-0.477101,-3.79395,-0.00479887,-0.187839,-0.841221,-0.0072003,1.09282,-0.915255,-3,0,-1.05246,0.506267,0,0.138457,0.00985589,0.00176347,0.73064,0.121139,0.0179109,0.00208812,0,0,0,0
SIM,nr,F8_CONTRACTION,NormSpd,Not Short,NoSpin,1.2,32.9899,22.98,24.18,4.7654e-05,1.7413,-0.548319,-3.79624,-0.00502275,-0.259437,-0.776046,-0.0081468,0.985509,-0.857559,-3,0,-1.09349,0.646396,0,0.127579,0.00776655,0.00196189,0.730745,0.111575,0.0148364,0.00252259,0,0,0,0
SIM,nr,F8_CONTRACTION,NormSpd,Not Short,NoSpin,1.2,33.0899,23.08,24.28,6.5836e-05,1.70795,-0.614725,-3.79916,-0.0053254,-0.337067,-0.690722,-0.00919921,0.874255,-0.786305,-3,0,-1.13022,0.776399,0,0.113957,0.00475542,0.00282761,0.73076,0.0992829,0.010606,0.00321551,0,0,0,0
SIM,nr,F8_CONTRACTION,NormSpd,Not Short,NoSpin,1.2,33.19,23.18,24.38,6.6158e-05,1.67005,-0.665418,-3.80205,-0.00566396,-0.408187,-0.600259,-0.0091368,0.759553,-0.702646,-3,0,-1.16249,0.894147,0,0.0991108,-0.000660852,0.00240172,0.730709,0.0846087,0.00599072,0.00408367,0,0,0,0
SIM,nr,F8_CONTRACTION,NormSpd,Not Short,NoSpin,1.2,33.29,23.28,24.48,6.9045e-05,1.6221,-0.708477,-3.80525,-0.00601564,-0.483376,-0.492188,-0.00798146,0.641867,-0.607914,-3,0,-1.19016,0.997774,0,0.0825413,-0.00740964,0.0030194,0.730704,0.0720792,0.00499701,0.00448357,0,0,0,0
SIM,nr,F8_CONTRACTION,NormSpd,Not Short,NoSpin,1.2,33.39,23.38,24.58,6.8704e-05,1.5715,-0.736278,-3.80789,-0.00627045,-0.550742,-0.384499,-0.00595212,0.521652,-0.503595,-3,0,-1.21314,1.08566,0,0.063683,-0.00810551,0.00257711,0.730661,0.0556483,0.00154091,0.00520531,0,0,0,0
SIM,nr,F8_CONTRACTION,NormSpd,Not Short,NoSpin,1.2,33.49,23.48,24.68,6.5149e-05,1.50964,-0.753154,-3.8107,-0.00649592,-0.621737,-0.261561,-0.002932,0.399388,-0.391343,-3,0,-1.23133,1.15641,0,0.0440144,-0.0112914,0.00424307,0.730596,0.0389944,-0.00179335,0.00584157,0,0,0,0
SIM,nr,F8_CONTRACTION,NormSpd,Not Short,NoSpin,1.2,33.5899,23.5799,24.7799,3.6719e-05,1.44613,-0.757163,-3.81273,-0.00659338,-0.685391,-0.144973,0.00045782,0.275684,-0.273052,-3,0,-1.24464,1.20888,0,0.0245582,-0.0166624,0.00526519,0.730486,0.0209545,-0.0071515,0.0066103,0,0,0,0
SIM,nr,F8_CONTRACTION,NormSpd,Not Short,NoSpin,1.2,33.69,23.68,24.88,6.1286e-05,1.37677,-0.749756,-3.81423,-0.00659551,-0.746484,-0.0272685,0.00367318,0.150611,-0.150184,-3,0,-1.25307,1.24238,0,0.00470754,-0.0200201,0.00565807,0.7304,0.00710374,-0.00969537,0.00689896,0,0,0,0
SIM,nr,F8_CONTRACTION,NormSpd,Not Short,NoSpin,1.2,33.7899,23.78,24.98,5.7495e-05,1.30205,-0.731592,-3.81528,-0.00651191,-0.804863,0.0892057,0.00675865,0.0251764,-0.0251744,-3,0,-1.25654,1.25624,0,-0.0123812,-0.0226821,0.00504203,0.730271,-0.00795907,-0.0139829,0.00723254,0,0,0,0
SIM,nr,F8_CONTRACTION,NormSpd,Not Short,NoSpin,1.2,33.8899,23.88,25.08,5.5144e-05,1.21506,-0.700409,-3.81606,-0.00626636,-0.865519,0.211832,0.0101553,-0.100433,0.100306,-3,0,-1.25505,1.2503,0,-0.0310056,-0.0270982,0.00696085,0.730121,-0.0207842,-0.0180103,0.00735071,0,0,0,0
SIM,nr,F8_CONTRACTION,NormSpd,Not Short,NoSpin,1.2,33.9899,23.9799,25.1799,3.2564e-05,1.12937,-0.661541,-3.816,-0.00589196,-0.918018,0.320112,0.0136997,-0.225613,0.224173,-3,0,-1.24862,1.22465,0,-0.0442484,-0.0316388,0.00745838,0.729981,-0.0340882,-0.0238275,0.00736642,0,0,0,0
SIM,nr,F8_CONTRACTION,NormSpd,Not Short,NoSpin,1.2,34.0899,24.08,25.28,5.4439e-05,1.03144,-0.609357,-3.81536,-0.00539202,-0.970696,0.430795,0.0169857,-0.35002,0.344618,-3,0,-1.23724,1.17966,0,-0.0586365,-0.0363909,0.00818467,0.729894,-0.0446477,-0.027437,0.00701483,0,0,0,0
SIM,nr,F8_CONTRACTION,NormSpd,Not Short,NoSpin,1.2,34.1899,24.18,25.38,5.2865e-05,0.936674,-0.552257,-3.81439,-0.00493666,-1.0153,0.526058,0.0189477,-0.472968,0.459553,-3,0,-1.22099,1.11608,0,-0.0700972,-0.0389836,0.00696232,0.729757,-0.0562191,-0.0322242,0.00654037,0,0,0,0
SIM,nr,F8_CONTRACTION,NormSpd,Not Short,NoSpin,1.2,34.2899,24.2799,25.4799,4.9276e-05,0.830206,-0.481769,-3.81319,-0.00449944,-1.05869,0.619855,0.020565,-0.59402,0.567215,-3,0,-1.19993,1.03493,0,-0.0809312,-0.0434627,0.00678526,0.729612,-0.0656075,-0.0346127,0.00588171,0,0,0,0
SIM,nr,F8_CONTRACTION,NormSpd,Not Short,NoSpin,1.2,34.3899,24.3799,25.5799,3.0558e-05,0.728548,-0.409669,-3.81205,-0.0040769,-1.09407,0.697291,0.021554,-0.712756,0.665958,-3,0,-1.17413,0.937438,0,-0.090323,-0.0478467,0.00568287,0.729456,-0.0762798,-0.0374817,0.00511464,0,0,0,0
SIM,nr,F8_CONTRACTION,NormSpd,Not Short,NoSpin,1.2,34.4899,24.48,25.68,4.9728e-05,0.614951,-0.324992,-3.81123,-0.00358585,-1.12707,0.770405,0.0210797,-0.828706,0.754219,-3,0,-1.14369,0.825137,0,-0.0993526,-0.0489115,0.00627033,0.729267,-0.0852927,-0.0380448,0.00419105,0,0,0,0
SIM,nr,F8_CONTRACTION,NormSpd,Not Short,NoSpin,1.2,34.5899,24.5799,25.7799,3.933e-05,0.507316,-0.242044,-3.81037,-0.0031656,-1.15276,0.826947,0.0203874,-0.94135,0.830559,-3,0,-1.10874,0.699859,0,-0.109935,-0.0482956,0.00530547,0.729058,-0.0953481,-0.0400832,0.00321425,0,0,0,0
SIM,nr,F8_CONTRACTION,NormSpd,Not Short,NoSpin,1.2,34.6899,24.68,25.88,5.0717e-05,0.388158,-0.148195,-3.80922,-0.00272545,-1.17511,0.875374,0.0196415,-1.05033,0.893834,-3,0,-1.0694,0.563475,0,-0.117117,-0.0481538,0.00489854,0.728939,-0.103134,-0.0408986,0.00222804,0,0,0,0
SIM,nr,F8_CONTRACTION,NormSpd,Not Short,NoSpin,1.2,34.7899,24.78,25.98,3.0191e-05,0.277235,-0.0588423,-3.80847,-0.0023756,-1.19027,0.908255,0.018509,-1.15511,0.942974,-3,0,-1.02586,0.418291,0,-0.123692,-0.0499861,0.00536316,0.728882,-0.111267,-0.042531,0.00116471,0,0,0,0
SIM,nr,F8_CONTRACTION,NormSpd,Not Short,NoSpin,1.2,34.8899,24.88,26.08,4.9357e-05,0.156972,0.0387374,-3.808,-0.00205073,-1.20076,0.92934,0.0169462,-1.25536,0.977262,-3,0,-0.978256,0.266452,0,-0.128893,-0.049514,0.00318916,0.728855,-0.117456,-0.041848,0.000222662,0,0,0,0
SIM,nr,F8_CONTRACTION,NormSpd,Not Short,NoSpin,1.2,34.9899,24.98,26.18,4.8622e-05,0.046013,0.127841,-3.80745,-0.00180772,-1.20513,0.934825,0.0155611,-1.35064,0.99613,-3,0,-0.926803,0.110447,0,-0.131721,-0.0481407,0.00267326,0.728894,-0.121848,-0.0414361,-0.000629838,0,0,0,0
SIM,nr,F8_CONTRACTION,NormSpd,Not Short,NoSpin,1.2,35.0899,25.08,26.28,4.9724e-05,-0.0742841,0.222301,-3.80664,-0.00152375,-1.20503,0.925905,0.0138117,-1.44058,0.999292,-3,0,-0.871698,-0.047286,0,-0.134997,-0.0463544,0.000842503,0.729001,-0.123827,-0.0402882,-0.00139056,0,0,0,0
SIM,nr,F8_CONTRACTION,NormSpd,Not Short,NoSpin,1.2,35.19,25.18,26.38,5.081e-05,-0.184461,0.306789,-3.80568,-0.00131638,-1.20014,0.904015,0.0126844,-1.5249,0.986682,-3,0,-0.813104,-0.204404,0,-0.136435,-0.0449184,0.000323311,0.72921,-0.123523,-0.0402367,-0.00214195,0,0,0,0
SIM,nr,F8_CONTRACTION,NormSpd,Not Short,NoSpin,1.2,35.2899,25.2799,26.4799,2.8625e-05,-0.302103,0.393779,-3.80412,-0.00119353,-1.18943,0.865798,0.0116286,-1.60308,0.958545,-3,0,-0.751391,-0.358066,0,-0.133517,-0.0451183,-0.000583307,0.729525,-0.121426,-0.0389953,-0.00264164,0,0,0,0
SIM,nr,F8_CONTRACTION,NormSpd,Not Short,NoSpin,1.2,35.3899,25.3799,26.5799,3.126e-05,-0.408701,0.468044,-3.80264,-0.00117169,-1.17509,0.817021,0.00992642,-1.67502,0.915268,-3,0,-0.686655,-0.50623,0,-0.128783,-0.0426926,-0.00134601,0.729844,-0.116492,-0.0381591,-0.00303122,0,0,0,0
SIM,nr,F8_CONTRACTION,NormSpd,Not Short,NoSpin,1.2,35.4899,25.48,26.68,5.4204e-05,-0.522022,0.540534,-3.80119,-0.00120164,-1.15507,0.750062,0.00814224,-1.74036,0.857536,-3,0,-0.61919,-0.646443,0,-0.11981,-0.0403423,-0.002294,0.730141,-0.109769,-0.0366101,-0.00318358,0,0,0,0
SIM,nr,F8_CONTRACTION,NormSpd,Not Short,NoSpin,1.2,35.5899,25.5799,26.7799,0.000194538,-0.624116,0.599681,-3.80024,-0.00132512,-1.13229,0.67691,0.00653587,-1.79877,0.786351,-3,0,-0.549353,-0.776325,0,-0.108992,-0.0377557,-0.00229454,0.73041,-0.100514,-0.0362449,-0.00330563,0,0,0,0
SIM,nr,F8_CONTRACTION,NormSpd,Not Short,NoSpin,1.2,35.6899,25.68,26.88,5.2322e-05,-0.731336,0.654166,-3.79919,-0.00156027,-1.10335,0.586492,0.00486506,-1.85017,0.702627,-3,0,-0.477225,-0.894171,0,-0.0984827,-0.035785,-0.00243964,0.730634,-0.0911594,-0.0353764,-0.00321668,0,0,0,0
SIM,nr,F8_CONTRACTION,NormSpd,Not Short,NoSpin,1.2,35.7899,25.78,26.98,5.3388e-05,-0.827605,0.694568,-3.798,-0.00184507,-1.07318,0.493841,0.00397448,-1.89419,0.607958,-3,0,-0.40333,-0.997731,0,-0.0853269,-0.0361267,-0.00320165,0.730847,-0.0786922,-0.035214,-0.00306126,0,0,0,0
SIM,nr,F8_CONTRACTION,NormSpd,Not Short,NoSpin,1.2,35.8899,25.8799,27.0799,3.0573e-05,-0.928304,0.727016,-3.79687,-0.0021739,-1.03694,0.384965,0.00327502,-1.93074,0.503702,-3,0,-0.327838,-1.08558,0,-0.0683213,-0.0325775,-0.0021551,0.731045,-0.066398,-0.0349377,-0.00279873,0,0,0,0
SIM,nr,F8_CONTRACTION,NormSpd,Not Short,NoSpin,1.2,35.9899,25.98,27.18,5.2921e-05,-1.01004,0.744717,-3.79619,-0.00251805,-1.00332,0.287562,0.00319188,-1.9597,0.391409,-3,0,-0.250987,-1.15638,0,-0.0551086,-0.0328453,-0.00386746,0.731171,-0.051484,-0.0354875,-0.00249411,0,0,0,0
SIM,nr,F8_CONTRACTION,NormSpd,Not Short,NoSpin,1.2,36.0899,26.08,27.28,5.2933e-05,-1.10967,0.754388,-3.79537,-0.0030211,-0.957137,0.158277,0.00304082,-1.98091,0.273009,-3,0,-0.173189,-1.2089,0,-0.037813,-0.0330207,-0.00428959,0.731246,-0.0375337,-0.0358036,-0.00205278,0,0,0,0
SIM,nr,F8_CONTRACTION,NormSpd,Not Short,NoSpin,1.2,36.1899,26.18,27.38,5.2949e-05,-1.18425,0.751994,-3.79443,-0.00339051,-0.918231,0.0545008,0.00350977,-1.99432,0.150259,-3,0,-0.0946799,-1.24237,0,-0.0206239,-0.0337348,-0.00235363,0.731292,-0.02341,-0.0363182,-0.0015812,0,0,0,0
SIM,nr,F8_CONTRACTION,NormSpd,Not Short,NoSpin,1.2,36.2901,26.2802,27.4802,5.4329e-05,-1.26143,0.739267,-3.79294,-0.00374582,-0.872913,-0.0592992,0.0045481,-1.99984,0.0249389,-3,0,-0.0156708,-1.25625,0,-0.0060406,-0.0337373,-0.00193025,0.731359,-0.00969906,-0.0364189,-0.00105707,0,0,0,0
SIM,nr,F8_CONTRACTION,NormSpd,Not Short,NoSpin,1.2,36.3899,26.38,27.58,5.1742e-05,-1.34035,0.713488,-3.79107,-0.00412265,-0.821347,-0.18224,0.00547097,-1.99748,-0.1003,-3,0,0.0631002,-1.2503,0,0.0120108,-0.0323857,-0.00303326,0.731389,0.00618975,-0.037112,-0.000499302,0,0,0,0
SIM,nr,F8_CONTRACTION,NormSpd,Not Short,NoSpin,1.2,36.4899,26.4799,27.6799,3.1408e-05,-1.40853,0.678545,-3.78979,-0.00446508,-0.770995,-0.293776,0.00589354,-1.98723,-0.224179,-3,0,0.141761,-1.22465,0,0.0280765,-0.0327359,-0.001762,0.731323,0.0223204,-0.0380104,0.000121796,0,0,0,0
SIM,nr,F8_CONTRACTION,NormSpd,Not Short,NoSpin,1.2,36.5899,26.5799,27.7799,3.1691e-05,-1.47679,0.629261,-3.78835,-0.00477129,-0.714027,-0.410059,0.00681475,-1.96915,-0.344552,-3,0,0.21988,-1.17969,0,0.0452816,-0.0345065,-0.00170494,0.731229,0.0390649,-0.038401,0.000838341,0,0,0,0
SIM,nr,F8_CONTRACTION,NormSpd,Not Short,NoSpin,1.2,36.6899,26.6799,27.8799,5.3576e-05,-1.53422,0.574153,-3.78706,-0.00502102,-0.65867,-0.511839,0.0072711,-1.94329,-0.45949,-3,0,0.297132,-1.11612,0,0.0621106,-0.0331427,-0.0012263,0.73113,0.0530523,-0.0388409,0.00151139,0,0,0,0
SIM,nr,F8_CONTRACTION,NormSpd,Not Short,NoSpin,1.2,36.7899,26.7799,27.9799,3.3835e-05,-1.59034,0.504583,-3.78542,-0.00525331,-0.595917,-0.614231,0.0075066,-1.90975,-0.567207,-3,0,0.373228,-1.03494,0,0.0774425,-0.0318564,-0.000291191,0.731,0.0697993,-0.0380201,0.00240593,0,0,0,0
SIM,nr,F8_CONTRACTION,NormSpd,Not Short,NoSpin,1.2,36.89,26.88,28.08,5.5122e-05,-1.63645,0.432298,-3.78412,-0.00537281,-0.5353,-0.69982,0.00729466,-1.86865,-0.666034,-3,0,0.447898,-0.937352,0,0.0950373,-0.0302071,0.000951976,0.730889,0.0826213,-0.0375596,0.00312401,0,0,0,0
SIM,nr,F8_CONTRACTION,NormSpd,Not Short,NoSpin,1.2,36.99,26.98,28.18,6.1375e-05,-1.68051,0.347303,-3.78308,-0.00546871,-0.467205,-0.780621,0.00664136,-1.8202,-0.754276,-3,0,0.520741,-0.825054,0,0.109096,-0.0294878,0.00152597,0.730765,0.0947506,-0.0367723,0.00385163,0,0,0,0
SIM,nr,F8_CONTRACTION,NormSpd,Not Short,NoSpin,1.2,37.0899,27.08,28.28,6.2131e-05,-1.71494,0.264021,-3.78228,-0.00538668,-0.402421,-0.842944,0.00570357,-1.76459,-0.830592,-3,0,0.591501,-0.699797,0,0.11953,-0.027424,0.00180895,0.730664,0.104864,-0.0355949,0.00445429,0,0,0,0
SIM,nr,F8_CONTRACTION,NormSpd,Not Short,NoSpin,1.2,37.19,27.18,28.38,7.8931e-05,-1.74515,0.169486,-3.781,-0.00516439,-0.329777,-0.895708,0.00452306,-1.70198,-0.89385,-3,0,0.659964,-0.563433,0,0.12894,-0.0266912,0.00335414,0.730612,0.112835,-0.0336809,0.00488218,0,0,0,0
SIM,nr,F8_CONTRACTION,NormSpd,Not Short,NoSpin,1.2,37.2899,27.2799,28.4799,3.472e-05,-1.76656,0.0797788,-3.7801,-0.00489347,-0.261083,-0.930231,0.00262818,-1.63273,-0.942961,-3,0,0.725754,-0.418338,0,0.135019,-0.0245821,0.00282941,0.730597,0.118522,-0.0311789,0.0051403,0,0,0,0
SIM,nr,F8_CONTRACTION,NormSpd,Not Short,NoSpin,1.2,37.3899,27.38,28.58,3.5544e-05,-1.78281,-0.0189353,-3.7796,-0.00454298,-0.185485,-0.95271,0.000260171,-1.55696,-0.977257,-3,0,0.788754,-0.266482,0,0.138396,-0.0233008,0.00547217,0.730583,0.122709,-0.028382,0.0052452,0,0,0,0
SIM,nr,F8_CONTRACTION,NormSpd,Not Short,NoSpin,1.2,37.4899,27.48,28.68,5.7438e-05,-1.79105,-0.109927,-3.77946,-0.00406121,-0.114245,-0.959034,-0.00181056,-1.47506,-0.99613,-3,0,0.848628,-0.110451,0,0.14008,-0.0195812,0.00321835,0.730616,0.125446,-0.0253186,0.00511769,0,0,0,0
SIM,nr,F8_CONTRACTION,NormSpd,Not Short,NoSpin,1.2,37.5899,27.58,28.78,5.6103e-05,-1.79205,-0.20674,-3.77985,-0.00339225,-0.035425,-0.950251,-0.00404936,-1.38735,-0.999292,-3,0,0.905143,0.0472949,0,0.138893,-0.0128502,0.00508725,0.73067,0.126743,-0.021644,0.00470928,0,0,0,0
SIM,nr,F8_CONTRACTION,NormSpd,Not Short,NoSpin,1.2,37.6899,27.6799,28.8799,3.385e-05,-1.78581,-0.293673,-3.78061,-0.00263669,0.0380388,-0.928546,-0.00633955,-1.29417,-0.986699,-3,0,0.95808,0.204273,0,0.137285,-0.0113066,0.00484753,0.730732,0.126677,-0.0179675,0.00405476,0,0,0,0
SIM,nr,F8_CONTRACTION,NormSpd,Not Short,NoSpin,1.2,37.7899,27.7799,28.9799,5.5747e-05,-1.77178,-0.382883,-3.78202,-0.00174794,0.11736,-0.889614,-0.0088022,-1.19586,-0.95854,-3,0,1.00726,0.35809,0,0.133972,-0.00704022,0.00543725,0.730786,0.124603,-0.0143028,0.00319376,0,0,0,0
SIM,nr,F8_CONTRACTION,NormSpd,Not Short,NoSpin,1.2,37.8899,27.88,29.08,5.5676e-05,-1.75192,-0.458803,-3.78322,-0.000849307,0.190347,-0.839326,-0.0106003,-1.09283,-0.91526,-3,0,1.05245,0.506254,0,0.130135,-0.0043247,0.00406498,0.730861,0.119575,-0.0108294,0.00217375,0,0,0,0
SIM,nr,F8_CONTRACTION,NormSpd,Not Short,NoSpin,1.2,37.9899,27.98,29.18,3.6604e-05,-1.72339,-0.532731,-3.78478,0.000249004,0.26817,-0.770486,-0.0122118,-0.985507,-0.857558,-3,0,1.09349,0.646399,0,0.121536,0.00230811,0.00278126,0.730938,0.111513,-0.00752736,0.000978233,0,0,0,0
SIM,nr,F8_CONTRACTION,NormSpd,Not Short,NoSpin,1.2,38.0899,28.0799,29.2799,3.4343e-05,-1.69105,-0.592183,-3.78606,0.00131072,0.337739,-0.694622,-0.0133066,-0.874308,-0.786341,-3,0,1.1302,0.776342,0,0.108084,0.0030744,0.00335516,0.730991,0.101398,-0.00557979,-0.000161952,0,0,0,0
SIM,nr,F8_CONTRACTION,NormSpd,Not Short,NoSpin,1.2,38.1899,28.1799,29.3799,3.6312e-05,-1.64941,-0.645844,-3.78702,0.00251949,0.41128,-0.600387,-0.0135114,-0.759647,-0.702718,-3,0,1.16246,0.894058,0,0.094857,0.00373256,0.00265652,0.731067,0.0889572,-0.00369165,-0.00138507,0,0,0,0
SIM,nr,F8_CONTRACTION,NormSpd,Not Short,NoSpin,1.2,38.29,28.28,29.48,9.8894e-05,-1.60509,-0.68562,-3.78764,0.0036149,0.477209,-0.504906,-0.0129646,-0.641835,-0.607887,-3,0,1.19017,0.9978,0,0.077402,0.00497232,0.00232707,0.731174,0.0759693,-0.00217184,-0.00257743,0,0,0,0
SIM,nr,F8_CONTRACTION,NormSpd,Not Short,NoSpin,1.2,38.3899,28.38,29.58,5.7173e-05,-1.55055,-0.71716,-3.78893,0.00475418,0.546801,-0.393666,-0.0122483,-0.521722,-0.503658,-3,0,1.21313,1.08561,0,0.0637284,0.00724948,0.000148612,0.731222,0.0622776,-8.80119e-05,-0.00382895,0,0,0,0
