time,x,y,z,yaw,platform,controller,trajectory,traj_double,lookahead_time,traj_time,comp_time,vx,vy,vz,x_ref,y_ref,z_ref,yaw_ref,vx_ref,vy_ref,vz_ref,p,q,r,throttle_input,p_input,q_input,r_input
10.088077306747437,0.0055754837,0.015883457,-2.8829455,0.0004344075401901944,SIM,ff_f8_pfb,F8_CONTRACTION,NormSpd,0.0,0.07892179489135742,0.0009102821350097656,-0.024521518,0.0052384054,-0.062075846,0.003913573455065489,0.003913566004484892,-3.0,0.0,0.09917586296796799,0.09917528927326202,0.0,0.00080670736,-0.0037519336,-0.002100403,0.7379271828893734,0.0030382537949596626,-0.0031355870997946374,-6.3379864272147924e-06
10.188640356063843,0.0012245507,0.017194064,-2.8919702,7.333940469266322e-05,nan,nan,nan,nan,nan,0.17961716651916504,0.001604318618774414,-0.022821408,0.0025375104,-0.07507863,0.02027066983282566,0.02026962861418724,-3.0,0.0,0.22570198774337769,0.22566720843315125,0.0,0.006390247,-0.0067450725,-0.0025282758,0.738384295385475,0.016841882066709276,-0.017500374669272015,2.431969805157522e-05
10.288202285766602,-0.0040463917,0.017590266,-2.9034946,-0.0003818956987463579,nan,nan,nan,nan,nan,0.2790539264678955,0.0010683536529541016,-0.021024019,4.6283534e-05,-0.09840399,0.04892297089099884,0.048908330500125885,-3.0,0.0,0.350564569234848,0.35024985671043396,0.0,0.02324566,-0.024867361,-0.0018447503,0.7390194359710036,0.04104652059245899,-0.04369028893203858,0.00021971264054368577
10.388006210327148,-0.008574013,0.017289344,-2.9166286,-0.000740630777135547,nan,nan,nan,nan,nan,0.37885189056396484,0.0008776187896728516,-0.016887102,-0.00057108287,-0.12185715,0.09015122056007385,0.09005958586931229,-3.0,0.0,0.4755954146385193,0.47414472699165344,0.0,0.04741861,-0.05182867,-0.0019209252,0.7396929127149283,0.07144230760172181,-0.08008042079879432,0.0008364586015016944
10.488217830657959,-0.012316249,0.016987044,-2.934115,-0.000961708798347634,nan,nan,nan,nan,nan,0.47907257080078125,0.0011553764343261719,-0.00624208,0.0037657614,-0.1489499,0.14408080279827118,0.14370644092559814,-3.0,0.0,0.6004561185836792,0.5957716107368469,0.0,0.07834772,-0.0953265,0.0003224104,0.7402050774228361,0.09815016159470402,-0.12046367333667457,0.002060490711371899
10.587972402572632,-0.013905459,0.017488478,-2.9532557,-0.00101586691754834,nan,nan,nan,nan,nan,0.5788226127624512,0.0009589195251464844,0.013127255,0.015036575,-0.17508094,0.21012061834335327,0.20895777642726898,-3.0,0.0,0.7233445644378662,0.711313009262085,0.0,0.10326333,-0.13491608,0.0011480425,0.7403877399210996,0.10880511369550054,-0.15846849011442002,0.004257710420480571
10.687971353530884,-0.012693514,0.020082407,-2.97727,-0.0012582260668849484,nan,nan,nan,nan,nan,0.6788134574890137,0.0009353160858154297,0.048154876,0.038318627,-0.20346926,0.28851133584976196,0.2854936420917511,-3.0,0.0,0.8440999388694763,0.8175199031829834,0.0,0.11161477,-0.17416441,0.0020518017,0.7400231507693567,0.08916470574406624,-0.18330633053145376,0.007625873046585778
10.787965059280396,-0.006808681,0.02570972,-3.001674,-0.0016458385781644505,nan,nan,nan,nan,nan,0.7789492607116699,0.0010042190551757812,0.0970495,0.070341274,-0.22809182,0.37893518805503845,0.3720715343952179,-3.0,0.0,0.961126446723938,0.9085785746574402,0.0,0.08990596,-0.19539233,0.0022727777,0.7391038658806054,0.03258711200653338,-0.19164205346373353,0.010951914576946489
10.887984037399292,0.007316191,0.03650399,-3.030278,-0.002154691664997918,nan,nan,nan,nan,nan,0.8788318634033203,0.0009412765502929688,0.17054427,0.11394981,-0.25107926,0.480531245470047,0.4664551317691803,-3.0,0.0,1.072022557258606,0.9768671989440918,0.0,0.02174533,-0.19479658,0.0046861,0.7376751243535246,-0.061490621939676866,-0.17425943234776847,0.012099043832073587
10.988457441329956,0.029321112,0.051263876,-3.0577307,-0.0026581464771070797,nan,nan,nan,nan,nan,0.9792990684509277,0.0009090900421142578,0.25678286,0.15610273,-0.26710245,0.5934991836547852,0.5667651891708374,-3.0,0.0,1.1751904487609863,1.013885259628296,0.0,-0.07970005,-0.17272316,0.00841449,0.7362368686724835,-0.18176597408585896,-0.13679064321867207,0.009938871267480585
